Transaction_ID,event_date,Scenario,Asset_Class,Sub_Asset_Class,Variable_X,Variable_Y,Underlying_Asset_Price,Option_Strike_Price,Risk_Free_Rate,Time_To_Maturity,Asset_Volatility,Return_Asset1,Return_Asset2,Return_Asset3,Weight_Asset1,Weight_Asset2,Weight_Asset3,Portfolio_Return,Cash_Flow_Period1,Cash_Flow_Period2,Cash_Flow_Period3,Bond_Yield,CashFlow_TimePeriod1,CashFlow_TimePeriod2,CashFlow_TimePeriod3,Probability_Default,Loss_Given_Default,Exposure_At_Default,Bid_Price,Ask_Price,Base_Asset_Value,Stressed_Asset_Value,Stress_Exposure,Gross_Income,Asset_Risk_Weight,Additional_Liquidity_Risk,Time_Series_Lag_Value,Current_Time_Series_Value
3911,10/10/2025,Stressed,Fixed Income,Common Stock,4.4884,6.8689,99.4799,94.3226,0.0276,1.4765,0.3671,0.0843,0.0867,0.0616,0.4558,0.3376,0.2649,0.0638,4.7473,5.1488,106.0804,0.036,1.9501,1.8591,2.8585,0.0441,0.4696,1122.3402,112.8444,109.0692,112.0752,111.212,129.2084,589087.0459,0.3144,0.0664,9.5741,11.6555
3912,23/07/2012,Stressed,Alternative,Common Stock,8.5278,8.5677,92.9607,87.2165,0.0364,1.2474,0.2044,0.0739,0.0708,0.0506,0.3791,0.3617,0.2581,0.0342,7.2431,5.4527,112.2697,0.0341,3.0177,1.0764,2.1231,0.0185,0.6705,989.0048,96.7782,87.2856,129.9168,105.8305,147.6536,625470.6518,0.2827,0.0578,15.1312,15.5324
3913,10/09/2016,Base,Derivative,Hedge Fund,4.6975,7.4681,104.3943,101.4702,0.0474,1.6824,0.2981,0.0901,0.0729,0.0475,0.218,0.2543,0.5472,0.0339,5.4285,6.2253,97.9539,0.0335,1.8164,2.7463,2.1343,0.0103,0.7224,1163.061,104.6135,101.7382,114.0825,114.3341,153.999,647177.488,0.251,0.0391,10.9571,13.2968
3914,11/04/2010,Monte Carlo,Alternative,Private Equity,6.4807,6.6805,108.1945,94.8143,0.047,0.5644,0.3274,0.0391,0.0886,0.0534,0.3142,0.3069,0.3483,0.0791,5.1272,5.4433,100.296,0.0396,3.0511,1.8283,0.9668,0.0279,0.4955,1276.7441,100.9813,96.6919,99.2351,98.0459,122.597,566767.7049,0.29,0.0513,10.9961,14.206
3915,01/02/2023,Base,Equity,Large Cap,5.5382,6.0931,128.5766,99.3688,0.0218,1.703,0.3823,0.0238,0.0486,0.0232,0.2244,0.2472,0.5784,0.0639,7.2464,5.4958,111.9096,0.0454,1.0754,2.9948,2.8825,0.0405,0.641,1070.3279,104.6116,104.378,110.6116,94.2699,136.8082,567470.1491,0.21,0.0545,13.7821,14.5005
3916,30/01/2006,Base,Commodity,Agriculture,5.7813,5.9049,103.8371,123.3649,0.0216,1.6337,0.3268,0.0281,0.0408,0.0227,0.2855,0.3072,0.3718,0.0526,6.5984,7.0074,100.4601,0.0377,1.8864,2.7249,2.0059,0.0439,0.4785,1179.9715,104.1041,91.7256,99.4831,104.06,156.1956,514670.836,0.2243,0.037,9.3845,9.898
3917,21/04/2018,Base,Alternative,Government Bond,8.9415,5.9995,138.1204,107.7434,0.0422,1.1545,0.2636,0.049,0.0375,0.0734,0.3661,0.2621,0.4051,0.0729,6.2026,7.0776,102.3769,0.0467,2.0447,3.1329,1.8557,0.0189,0.4706,968.2065,109.1302,111.9863,119.5482,109.4012,152.405,648361.9973,0.2298,0.0377,9.8766,10.51
3918,29/06/2024,Base,Alternative,Real Estate,4.3929,9.4393,96.1372,130.4609,0.023,1.2797,0.3038,0.0874,0.0728,0.0372,0.3046,0.3113,0.3689,0.0307,6.5161,7.6577,114.1112,0.0349,2.975,0.9356,1.8616,0.0113,0.4942,941.6199,118.2803,105.3327,114.1781,115.9825,147.2819,647544.0552,0.279,0.0531,11.8608,14.9677
3919,26/06/2016,Base,Equity,Agriculture,5.7453,8.8405,106.8918,116.5964,0.0217,0.637,0.3688,0.0479,0.0445,0.1032,0.3695,0.2562,0.4172,0.056,3.9221,6.7977,111.8139,0.042,3.2578,1.8384,2.0619,0.0201,0.4599,1073.3041,107.4039,111.4008,118.8602,125.9877,147.9691,714404.9842,0.2416,0.0689,11.2209,11.0353
3920,16/10/2026,Base,Fixed Income,Future,6.6954,6.1227,111.1128,97.0458,0.0439,1.5681,0.2191,0.0235,0.0978,0.0488,0.2536,0.2504,0.4722,0.039,6.4564,6.2498,114.444,0.0317,0.9717,1.94,2.9598,0.0372,0.44,1188.3556,99.1285,97.3345,102.1754,96.0755,134.463,641119.064,0.2349,0.0865,9.9307,11.3648
3921,09/06/2026,Base,Alternative,Municipal Bond,7.4314,9.0615,100.955,129.3493,0.0385,0.8029,0.3242,0.0906,0.0819,0.084,0.4093,0.3206,0.2899,0.0501,5.8373,6.3602,119.0684,0.0476,2.1818,1.8016,0.9083,0.0208,0.4564,1136.4119,100.4955,98.2965,106.0518,107.0047,132.844,583696.4894,0.241,0.054,13.9407,13.9135
3922,30/07/2022,Base,Derivative,Municipal Bond,3.993,10.1275,134.0148,95.163,0.0343,2.5703,0.3294,0.0767,0.0708,0.0281,0.212,0.4096,0.3404,0.0572,7.2005,7.4415,109.7871,0.0424,3.026,2.1878,2.0694,0.0147,0.6554,1280.1489,119.5232,116.1441,110.2503,121.7005,122.6253,548564.5129,0.2706,0.0464,13.2676,13.2741
3923,23/07/2016,Monte Carlo,Fixed Income,Agriculture,9.2959,7.8209,124.6141,115.4303,0.0459,1.5712,0.2501,0.0809,0.0723,0.0285,0.4246,0.4495,0.1349,0.0346,3.9906,4.678,116.4197,0.0451,2.7785,2.9494,3.1963,0.0213,0.5813,1122.9347,95.8734,116.052,103.5031,118.165,143.9255,494498.0709,0.232,0.0654,13.5047,16.5491
3924,15/05/2008,Base,Commodity,Corporate Bond,4.4301,9.273,122.851,136.512,0.05,2.1347,0.4155,0.0595,0.0497,0.0756,0.4336,0.3198,0.2454,0.0394,8.7514,5.4163,115.4111,0.0379,2.1916,1.9741,2.1671,0.0353,0.4416,1266.7515,95.4001,100.7971,111.8938,93.0201,151.2451,530623.4379,0.2787,0.0558,15.8272,14.3003
3925,11/01/2004,Monte Carlo,Fixed Income,Hedge Fund,7.3441,9.194,126.2943,83.1168,0.0393,1.6761,0.3058,0.0905,0.0232,0.0766,0.2668,0.4486,0.3432,0.0481,7.5948,4.2069,105.449,0.045,0.9023,2.116,1.9651,0.0444,0.6676,1019.8996,106.6359,108.4331,116.8749,117.6065,125.9368,535418.3906,0.2656,0.0773,15.6337,17.1629
3926,07/11/2016,Monte Carlo,Commodity,Preferred Stock,6.0297,8.3796,126.0797,101.2564,0.0398,0.4944,0.3611,0.0696,0.0912,0.0468,0.4411,0.4874,0.1241,0.0649,7.6445,7.0364,99.5153,0.0452,1.8882,2.1584,0.9423,0.0359,0.4198,1268.4775,103.0967,107.8075,116.7378,111.1781,132.5039,595534.1102,0.2346,0.0549,10.96,12.4266
3927,17/10/2023,Monte Carlo,Derivative,Agriculture,7.5451,5.632,116.6119,129.4712,0.0496,1.157,0.3244,0.0337,0.0802,0.0785,0.3299,0.4037,0.3196,0.0494,7.5841,5.3958,107.1939,0.0419,2.1379,3.0591,2.1881,0.0139,0.5485,1196.0105,100.3076,100.0944,112.1509,108.8572,132.7143,659496.6225,0.231,0.0616,14.2456,16.1627
3928,13/11/2015,Stressed,Commodity,Option,5.2776,8.2734,123.674,96.7624,0.0495,0.5971,0.2326,0.0319,0.0428,0.0979,0.2759,0.4483,0.2769,0.0426,7.2494,4.9657,110.643,0.0464,2.1986,1.959,2.1592,0.0282,0.5328,1023.9843,102.0612,107.1165,121.4019,116.9733,129.1678,556588.2894,0.2169,0.0713,12.5874,12.3501
3929,31/10/2021,Monte Carlo,Alternative,Swap,7.7495,6.8049,99.0253,117.6775,0.034,1.6336,0.2846,0.0855,0.0713,0.0933,0.5102,0.3621,0.1628,0.0613,5.0979,5.9008,108.6057,0.0292,2.9998,0.9773,1.9712,0.0128,0.5551,1150.1533,98.5611,100.6775,111.8867,101.6305,135.1002,560329.4523,0.2069,0.066,12.9165,13.5457
3930,20/02/2013,Base,Alternative,Future,4.343,8.099,125.5256,124.5504,0.0385,2.0898,0.2439,0.0493,0.0524,0.0742,0.4691,0.4823,0.1131,0.037,5.4699,5.9161,104.7584,0.0337,2.0644,0.9156,2.1712,0.0394,0.5192,899.4433,96.5897,101.1724,123.9815,121.6652,155.6019,584107.4491,0.2222,0.0438,11.2433,13.3944
3931,14/11/2010,Monte Carlo,Fixed Income,Government Bond,5.1087,8.0706,103.0203,139.8154,0.052,1.7949,0.2554,0.0567,0.065,0.0721,0.4424,0.5113,0.0819,0.06,5.6608,5.5939,109.3766,0.035,1.976,1.9687,2.1874,0.0265,0.4716,1042.9455,117.2133,107.2274,108.1116,118.9493,142.3851,536464.4889,0.305,0.0537,11.6023,13.1457
3932,11/09/2018,Monte Carlo,Derivative,Corporate Bond,8.5824,7.5584,103.7733,101.9525,0.0271,1.5463,0.3772,0.0262,0.0625,0.0507,0.4622,0.4366,0.1125,0.0505,4.0074,4.2485,106.2368,0.0426,1.8315,3.1494,0.9461,0.0462,0.6369,1082.4715,105.8074,105.7157,111.7275,112.1266,146.0433,551682.6264,0.2026,0.0529,10.8449,12.4529
3933,05/03/2002,Stressed,Commodity,Gold,4.5125,6.4355,131.5728,133.1604,0.0399,2.1268,0.2761,0.0507,0.0747,0.0292,0.3213,0.3028,0.4061,0.0748,5.4564,4.8145,103.5146,0.0462,2.0199,0.9121,0.9181,0.0437,0.5767,919.6845,100.7881,105.4721,101.0431,104.8824,124.2562,457799.9002,0.2128,0.0388,14.9884,14.0743
3934,22/06/2021,Stressed,Derivative,Hedge Fund,8.5352,9.4172,125.6876,112.5595,0.0502,0.9961,0.3735,0.0385,0.0544,0.0427,0.3045,0.5381,0.1851,0.0483,8.2624,6.3819,100.755,0.0368,2.989,3.2899,3.0554,0.0135,0.4858,1124.2734,123.3867,122.9256,111.515,95.5953,132.0387,574120.7584,0.2566,0.0598,12.2233,15.2807
3935,13/06/2012,Base,Alternative,Private Equity,8.5023,7.0893,127.1136,122.5724,0.0477,0.9411,0.3129,0.0541,0.0497,0.0914,0.5276,0.2832,0.2232,0.0612,6.4014,7.4242,114.1027,0.0336,0.9066,2.0032,1.0034,0.0168,0.3955,979.5698,110.1139,112.8867,115.3665,109.7849,148.4293,628171.1257,0.2454,0.0699,13.8064,16.7676
3936,26/08/2019,Monte Carlo,Equity,Government Bond,6.132,7.7114,108.5608,133.1152,0.031,1.3414,0.2764,0.0736,0.0749,0.0706,0.3881,0.2953,0.3308,0.0798,5.5514,6.1516,99.6105,0.0352,1.9413,2.0324,3.174,0.038,0.6171,910.6087,102.9765,118.5864,100.1127,113.4327,153.0542,519278.945,0.1897,0.0469,12.2221,14.0063
3937,06/07/2008,Stressed,Commodity,Oil,4.9287,8.8865,112.1583,124.1405,0.0473,1.7668,0.2549,0.0353,0.0931,0.034,0.4703,0.2246,0.26,0.0637,6.4675,5.4899,102.9742,0.0335,1.9389,0.9419,1.9765,0.0344,0.585,964.8296,103.9236,97.9013,110.651,116.6629,142.7751,580947.3683,0.2743,0.0632,14.3216,13.5624
3938,06/09/2004,Monte Carlo,Derivative,Large Cap,5.5011,6.7794,93.7888,98.1182,0.0459,1.3767,0.3047,0.0482,0.0795,0.0769,0.2269,0.3682,0.3785,0.0367,6.3462,5.6449,103.5702,0.0428,3.1425,2.921,0.9156,0.0208,0.6728,863.4386,110.9823,99.5062,126.8262,118.3394,145.3684,515321.4516,0.2322,0.066,14.9225,15.7189
3939,16/09/2000,Base,Fixed Income,Future,6.6759,8.6855,113.0375,128.2664,0.0368,1.3729,0.3084,0.0578,0.0801,0.0402,0.5128,0.3968,0.0801,0.0692,5.4546,6.2761,109.0899,0.044,1.8421,2.1335,0.9884,0.0458,0.5464,956.6333,95.997,105.3667,96.4253,94.2156,144.6082,545097.5479,0.2347,0.0609,10.6797,11.8881
3940,27/06/2001,Base,Derivative,Large Cap,5.3996,6.6155,97.7727,120.3568,0.0217,1.3568,0.2284,0.0252,0.0777,0.0463,0.3559,0.3864,0.2789,0.053,4.6098,5.1189,96.2198,0.0351,0.9978,1.8086,1.0418,0.028,0.4186,1150.7264,107.7161,100.4651,101.8367,101.046,131.9525,589496.1636,0.2217,0.0653,13.5592,13.0228
3941,09/03/2024,Monte Carlo,Alternative,Preferred Stock,7.0559,8.9021,98.7589,106.6938,0.0313,1.519,0.3777,0.0325,0.0211,0.0909,0.4063,0.3442,0.2764,0.0345,5.4144,7.5245,113.7896,0.052,1.0768,1.0638,2.0102,0.0237,0.5276,940.5088,91.1418,105.4603,105.062,100.393,142.7695,510787.9144,0.2275,0.0631,15.3224,14.0151
3942,21/09/2014,Stressed,Commodity,Swap,5.5011,6.7968,104.185,123.1551,0.02,0.9464,0.386,0.0384,0.0554,0.0831,0.3175,0.4645,0.2759,0.0667,4.146,8.0062,107.3562,0.0378,1.8247,2.1472,1.0081,0.0161,0.6197,1191.7202,99.5513,119.3028,116.2836,102.0511,157.1733,551297.2912,0.2455,0.0686,13.227,11.6016
3943,27/03/2024,Base,Commodity,Agriculture,6.0512,7.7265,102.4017,128.9856,0.0472,0.6663,0.4014,0.0397,0.0495,0.086,0.3025,0.3248,0.3669,0.069,4.7184,4.3716,99.0778,0.0529,1.0514,1.9408,1.8876,0.0516,0.6227,1107.7266,109.313,103.7827,111.9702,96.5579,141.8172,511375.3973,0.186,0.0763,9.6138,12.1815
3944,24/06/2019,Monte Carlo,Commodity,Option,7.0136,6.5923,96.4907,93.6776,0.0236,0.621,0.3169,0.0931,0.0217,0.0302,0.3339,0.3534,0.3268,0.0391,5.6599,6.5799,95.9552,0.0284,3.1766,1.0053,2.9092,0.0222,0.4616,1233.3789,103.9657,119.667,131.3709,110.2594,139.2309,660129.6418,0.2354,0.0701,10.6133,12.5551
3945,28/05/2006,Stressed,Derivative,Gold,7.1033,8.8098,137.6784,91.0176,0.0264,1.819,0.2447,0.042,0.0467,0.0802,0.3153,0.3302,0.32,0.0557,5.1108,6.0083,104.3965,0.0444,0.9912,1.9534,0.9134,0.0383,0.5564,1076.0548,102.8201,118.1158,100.2764,99.2054,125.0293,550546.4564,0.2105,0.0765,15.2566,16.8966
3946,29/03/2011,Base,Fixed Income,Future,9.205,8.5949,114.1191,86.0307,0.032,2.5029,0.2678,0.1087,0.0604,0.0848,0.3824,0.3458,0.2486,0.0475,7.6971,6.1951,108.4588,0.0313,2.7611,3.2324,2.1526,0.0281,0.6703,1141.2957,99.2392,98.7598,108.7575,108.5589,143.9547,728411.5675,0.2926,0.0657,13.1067,14.3103
3947,07/06/2002,Stressed,Fixed Income,Corporate Bond,4.503,8.9059,99.671,101.7785,0.0386,1.9923,0.2272,0.035,0.039,0.0531,0.4805,0.4922,0.0654,0.0778,4.6445,6.648,100.5525,0.0472,0.9608,3.1318,1.8739,0.0146,0.4729,1089.986,107.7819,101.1904,111.675,119.3901,138.9219,707999.201,0.2566,0.0585,12.5944,15.9932
3948,28/02/2003,Monte Carlo,Alternative,Large Cap,7.859,6.1584,114.5178,104.2904,0.0432,1.0361,0.2916,0.0572,0.0336,0.0603,0.3623,0.2162,0.3843,0.0741,5.704,6.5673,109.3054,0.0464,2.0021,3.1853,1.8454,0.0219,0.4226,1002.6476,106.6931,104.0606,117.3055,112.9647,141.8914,672799.263,0.2355,0.0437,9.8982,11.064
3949,11/04/2017,Base,Commodity,Large Cap,3.8569,9.4081,93.1367,123.527,0.046,2.3438,0.2772,0.0532,0.0868,0.0926,0.2387,0.4802,0.3289,0.067,5.9771,8.6307,98.282,0.0505,1.935,1.8862,1.8815,0.0335,0.5953,1091.9972,102.5884,106.0042,94.1002,92.4223,133.5463,557056.3077,0.2258,0.0663,10.8864,10.9275
3950,11/09/2001,Stressed,Commodity,Preferred Stock,4.9805,8.9238,102.1722,103.2691,0.0415,0.9122,0.3057,0.0398,0.0418,0.0301,0.3078,0.2392,0.4794,0.0383,7.6716,5.6099,118.0246,0.0461,1.0986,1.9377,1.9571,0.0176,0.6004,1085.3978,98.2686,94.4007,110.4264,109.6506,134.5836,597248.8744,0.2368,0.0637,12.4297,14.2589
3951,13/08/2018,Monte Carlo,Commodity,Future,5.3941,9.6398,103.0592,119.5712,0.028,1.3676,0.333,0.0471,0.08,0.0511,0.2384,0.3455,0.3701,0.049,5.1066,5.4823,104.3509,0.0346,0.9597,2.1499,1.8626,0.0309,0.486,1020.7458,100.1387,95.214,92.8095,99.651,130.599,572587.7519,0.2251,0.088,14.4929,15.9825
3952,24/09/2019,Base,Derivative,Swap,4.4669,9.6393,106.7262,115.801,0.0273,1.4573,0.3078,0.0449,0.0774,0.0563,0.2262,0.341,0.3982,0.0539,4.959,4.5503,117.6495,0.039,0.9564,2.1401,2.0147,0.0322,0.499,1104.6666,90.6422,107.7829,108.8331,103.1631,123.903,612337.9697,0.2193,0.0785,14.253,15.8817
3953,01/04/2015,Stressed,Alternative,Government Bond,7.4831,5.8402,125.6801,121.3096,0.0251,0.9521,0.2614,0.0651,0.076,0.0811,0.2572,0.2716,0.4896,0.0345,7.4615,5.7381,101.5489,0.0448,2.1177,2.181,2.9323,0.039,0.6074,974.9615,95.9137,106.6298,110.5182,113.8747,141.0215,615887.9562,0.2288,0.0618,9.4054,11.1789
3954,11/07/2003,Base,Alternative,Corporate Bond,6.6461,9.7708,113.955,104.8685,0.0343,2.065,0.2145,0.0197,0.0708,0.0812,0.4441,0.4755,0.0585,0.0721,5.4005,6.0573,95.5921,0.0424,1.9008,2.0811,2.0513,0.0364,0.6422,1013.3602,118.0453,113.3806,101.9154,110.3271,122.8345,744798.2294,0.2495,0.0578,12.7243,15.1838
3955,06/02/2024,Monte Carlo,Equity,Swap,5.0063,7.5271,98.3808,117.4605,0.0422,1.6154,0.247,0.0755,0.0635,0.0551,0.2252,0.2599,0.4979,0.0392,8.291,4.0923,102.3084,0.029,2.8772,1.0343,0.9748,0.0472,0.6286,1056.6831,100.2902,105.7857,104.3554,95.6232,137.5939,660721.8363,0.2352,0.0593,11.8792,12.2204
3956,24/04/2013,Monte Carlo,Equity,Agriculture,4.18,8.7333,114.6223,138.2534,0.0494,2.4072,0.2748,0.0556,0.086,0.0309,0.296,0.3609,0.293,0.0674,7.5818,3.6826,98.1545,0.0417,0.9465,2.0782,1.9852,0.0442,0.6416,954.7316,103.5665,98.973,107.2906,103.7181,156.6333,624573.0292,0.2191,0.0867,11.6533,15.533
3957,25/03/2003,Base,Fixed Income,Oil,6.6006,7.893,128.9814,130.2649,0.0258,1.8714,0.2641,0.0863,0.054,0.0649,0.217,0.355,0.3933,0.0512,5.0695,7.4912,109.8124,0.0409,2.0959,1.8367,1.9172,0.0212,0.4485,964.1552,90.9554,95.6,111.3673,103.7107,141.2205,629742.8195,0.2205,0.069,13.7378,13.7602
3958,09/11/2013,Monte Carlo,Equity,Corporate Bond,9.2506,9.0682,110.6207,101.975,0.0502,2.528,0.295,0.0921,0.0229,0.0471,0.2707,0.2438,0.4613,0.0531,4.6874,6.1873,101.8215,0.0355,2.105,1.0037,1.923,0.0201,0.5183,978.8904,116.8904,113.709,120.7846,115.1186,128.1139,672425.8169,0.2594,0.0416,12.1277,11.7844
3959,06/05/2015,Monte Carlo,Alternative,Oil,6.9758,7.5833,109.0795,97.894,0.0315,0.9538,0.3846,0.0631,0.0635,0.0798,0.4026,0.4426,0.1493,0.0539,7.6516,5.2685,107.3519,0.0439,2.0296,0.9156,1.8771,0.033,0.4804,982.684,98.3974,98.287,98.8653,89.0347,157.2933,529825.0255,0.2183,0.064,12.5212,13.4242
3960,29/03/2004,Base,Alternative,Preferred Stock,5.96,7.8794,103.7647,105.1661,0.0497,1.3105,0.3777,0.0217,0.0363,0.0406,0.4356,0.4339,0.1396,0.0727,4.763,7.4644,106.007,0.0491,2.7496,3.2825,2.1871,0.051,0.3771,1232.9313,107.0219,104.5596,121.456,101.5938,129.613,472305.5088,0.2162,0.0734,12.3665,15.2078
3961,25/02/2013,Base,Alternative,Real Estate,7.4922,6.7038,108.7402,132.3609,0.0476,0.7962,0.2672,0.0387,0.0401,0.0227,0.4527,0.4202,0.1201,0.0698,5.4093,8.6591,103.3865,0.0354,2.0901,2.8034,2.1954,0.0412,0.4802,1056.9031,121.2477,108.5198,103.1326,97.4892,151.7986,598415.7289,0.1907,0.0383,12.2837,15.3767
3962,19/07/2008,Stressed,Fixed Income,Gold,8.4122,8.3007,124.332,91.8727,0.0444,1.042,0.3872,0.0595,0.0956,0.0863,0.2377,0.3944,0.3666,0.0417,6.4959,4.901,96.8046,0.04,1.074,0.9379,1.8103,0.0258,0.7336,944.8908,88.0334,98.6249,112.4714,103.8742,127.6866,663950.2296,0.2274,0.0438,11.6201,12.8688
3963,29/05/2022,Base,Equity,Common Stock,5.9499,6.2273,129.9924,102.3274,0.0254,1.9634,0.2371,0.0954,0.0669,0.0991,0.3068,0.3172,0.327,0.0302,5.4398,3.9929,92.052,0.0373,0.975,1.9796,0.9549,0.0319,0.4329,1141.633,112.101,115.5273,112.8014,114.1525,138.4564,595108.6846,0.2595,0.0461,14.9157,15.4367
3964,05/09/2006,Stressed,Derivative,Common Stock,8.076,7.8112,119.5024,97.7611,0.0426,1.9277,0.1938,0.0281,0.0683,0.0348,0.4403,0.3565,0.2168,0.0667,4.3647,7.2504,101.4578,0.0372,2.1542,2.0354,2.0797,0.0334,0.5173,1081.6679,117.0894,117.3626,127.2129,123.039,150.3795,612827.4536,0.2377,0.0772,13.2919,11.5421
3965,19/11/2013,Stressed,Fixed Income,Gold,4.1924,8.3424,109.9628,101.0867,0.0243,1.2891,0.2142,0.0551,0.0481,0.0415,0.339,0.384,0.3359,0.0738,5.0763,6.7561,110.5689,0.0361,2.1864,2.8352,2.7623,0.0227,0.7385,1026.0359,113.4878,104.7889,100.2491,99.1537,142.2046,600522.3409,0.2698,0.0666,13.197,15.8222
3966,07/01/2001,Stressed,Fixed Income,Corporate Bond,4.4734,10.0619,101.1623,125.1212,0.0319,1.5448,0.3149,0.0512,0.0853,0.0521,0.2565,0.351,0.4215,0.0478,4.7215,4.9377,112.0506,0.0355,0.9835,1.8856,2.0751,0.0321,0.4359,1062.2205,101.1575,106.1129,110.0566,104.6571,123.4881,588665.4541,0.2221,0.0773,14.3728,15.2544
3967,23/09/2015,Monte Carlo,Equity,Gold,7.2892,6.029,117.5315,108.5865,0.0389,1.7345,0.2662,0.0468,0.0664,0.0369,0.3465,0.3483,0.3458,0.0688,6.4137,5.4339,115.7951,0.0376,2.1802,2.9232,2.8777,0.0214,0.4944,1227.0029,103.3399,108.0051,103.1079,117.8413,137.9996,642404.3659,0.2017,0.0483,11.4646,13.0693
3968,08/10/2012,Base,Fixed Income,Common Stock,5.5771,5.649,131.3024,114.5032,0.0422,1.081,0.3517,0.0679,0.0218,0.0544,0.3949,0.2846,0.2906,0.033,3.6309,8.105,109.8597,0.0432,2.7769,0.9955,2.19,0.0267,0.5155,933.4856,102.7795,101.6394,116.5322,113.0765,134.7734,481732.3941,0.2932,0.0419,11.8437,14.3105
3969,09/05/2011,Monte Carlo,Derivative,Hedge Fund,6.1129,10.0448,108.7186,101.6787,0.0386,1.0636,0.2854,0.0897,0.094,0.0537,0.4309,0.366,0.1745,0.0524,4.6367,4.6375,94.8957,0.0365,3.18,0.9916,0.9959,0.0445,0.6579,969.6541,102.6105,96.5577,97.2424,101.971,151.024,551356.4832,0.2527,0.0382,9.4055,12.4023
3970,05/05/2011,Base,Commodity,Private Equity,7.9951,7.117,133.682,112.2275,0.043,1.0922,0.2365,0.0385,0.0658,0.0648,0.5297,0.4114,0.0551,0.0613,7.0871,6.3959,114.5895,0.0438,3.183,2.0588,0.9359,0.0127,0.709,1142.5089,118.6549,113.2798,130.0666,107.0731,149.9512,661034.6485,0.2289,0.0651,12.5444,13.0141
3971,24/12/2009,Base,Alternative,Oil,9.2273,6.3448,107.7667,120.0154,0.0231,0.5748,0.3552,0.0775,0.0767,0.0848,0.2302,0.4018,0.3875,0.0637,6.3652,6.0804,98.478,0.0375,1.9858,1.9538,1.8882,0.036,0.6396,905.5292,104.6489,110.0149,128.7318,127.9955,144.8876,559266.1483,0.2471,0.0689,12.097,14.938
3972,01/11/2007,Stressed,Commodity,Future,6.1547,6.15,114.4455,96.2658,0.0298,1.7593,0.2296,0.0689,0.0588,0.0282,0.435,0.5269,0.0416,0.0751,8.4208,5.1016,92.9628,0.0325,2.0154,1.9257,1.014,0.0119,0.537,1000.0,116.5008,102.2622,106.8733,101.2824,145.8464,496121.6459,0.2343,0.0473,12.7087,13.5917
3973,18/06/2002,Monte Carlo,Alternative,Government Bond,7.4002,5.6143,120.5314,115.8656,0.0474,1.1142,0.3261,0.0356,0.0813,0.0851,0.3375,0.3813,0.2958,0.0553,7.22,5.3279,111.0992,0.0373,1.8602,2.9531,1.8805,0.0137,0.5929,1251.5422,96.6919,100.3607,106.2703,114.2576,133.1674,618310.1675,0.2524,0.0655,13.7658,15.7459
3974,17/03/2021,Monte Carlo,Fixed Income,Municipal Bond,6.121,6.754,94.5918,90.1906,0.0452,1.4494,0.2898,0.0558,0.0824,0.0683,0.262,0.4274,0.3334,0.0369,6.3382,6.591,109.6089,0.0489,2.7948,2.762,1.0021,0.0245,0.6279,842.2719,111.396,102.5447,105.6906,109.8848,135.0605,607404.633,0.223,0.0618,14.3623,14.2816
3975,13/04/2021,Base,Commodity,Municipal Bond,7.1841,6.1764,126.0062,125.1522,0.0407,1.3901,0.3864,0.0386,0.0257,0.0898,0.478,0.4977,0.0759,0.0483,7.4604,6.2561,101.6773,0.0432,3.2548,0.934,1.0764,0.0376,0.5187,1102.0597,105.2237,104.8101,125.7326,103.0509,138.7738,549982.015,0.2401,0.066,13.3616,16.5024
3976,01/03/2024,Base,Derivative,Common Stock,6.5173,7.8807,116.8482,118.8075,0.0271,0.4893,0.2106,0.0898,0.0449,0.0851,0.2658,0.3536,0.356,0.0816,5.0506,4.5881,117.9064,0.0385,2.747,2.0197,2.1356,0.0204,0.6303,1173.9159,93.7139,107.1139,112.2386,119.9596,149.0612,536308.6788,0.2776,0.0512,10.3165,11.9914
3977,16/05/2022,Base,Alternative,Corporate Bond,8.8645,6.1178,85.6417,116.7887,0.0478,2.0424,0.2692,0.0217,0.0708,0.0637,0.4687,0.1878,0.3534,0.0545,7.6579,3.9685,116.5894,0.0524,2.0144,2.0519,0.9945,0.0114,0.6716,1142.9763,118.1079,102.3158,102.4992,113.0269,132.9229,465235.2366,0.2153,0.0556,10.3455,11.2519
3978,30/06/2022,Monte Carlo,Alternative,Corporate Bond,8.1417,9.4724,130.0171,131.1266,0.0435,1.7781,0.3583,0.0602,0.0469,0.0584,0.526,0.3397,0.197,0.0511,4.0752,4.8368,100.9681,0.0347,2.1727,1.9441,2.1113,0.0219,0.4486,1103.1287,112.3609,113.9826,112.1379,107.1481,129.2498,461237.9654,0.2732,0.0428,13.8778,13.5249
3979,26/08/2011,Stressed,Equity,Hedge Fund,5.7672,6.7876,103.3998,104.7407,0.0415,1.3004,0.2303,0.082,0.0565,0.0761,0.4197,0.4403,0.0807,0.0362,3.9099,3.8688,101.6563,0.0326,2.1201,1.9541,2.8371,0.0372,0.4446,1160.3015,105.6329,126.64,116.3922,105.2054,146.3876,537882.3086,0.2519,0.0648,14.3524,16.1032
3980,05/05/2015,Monte Carlo,Commodity,Government Bond,5.3066,9.082,109.2027,98.6494,0.0271,0.8456,0.3313,0.08,0.0495,0.0814,0.2005,0.5,0.2865,0.0419,7.7293,6.3975,95.1478,0.0358,2.8506,3.159,1.8532,0.0444,0.5518,942.7098,101.4212,104.0218,101.2674,100.4066,143.7051,587430.7951,0.1987,0.0686,11.2861,12.3992
